Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Working Papers for Youth Employment,,,,,,,,,,
Recycling Bin Sticker - Outdoor Green,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
"Rodent Complaint - Food Market, Warehouse or Processor",Uuthorized Cigarette Sales,,,,,,,,,
Bus Lane Camera Violation Fine Amount,Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,
MetroCard - Information and Complaint,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
"IDNYC Card - Corrections, Changes, and Lost Cards",,,,,,,,,,
Harassment,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Schedule a Plan Examiner Appointment,Schedule a Plan Examiner Appointment,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Smoking Complaint - Residence,,,,,,,,,,
Crimil Court Information,,,,,,,,,,
General Information - NYC Courts,Labor Law Information or Complaint,,,,,,,,,
Disposal of Leaves,,,,,,,,,,
Electronic Disposal Information,Electronic Recycling,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Noise from Construction,Noise from Construction After Hours,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
City and State Jury Duty - Manhattan,Division Referral,Division Referral,,,,,,,,
Water Leak on Street or Sidewalk,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Driver License Information,Traffic Ticket Information,,,,,,,,,
Pay a Parking Ticket - In Person,,,,,,,,,,
Landlord Information - Removing HPD Violation - Staten Island,,,,,,,,,,
Illegal Parking Complaint,Service Request Status - General,,,,,,,,,
Harassment,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Medical or Health Related Emergency,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Muni-Meter Defective or Damaged,,,,,,,,,,
"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",,,,,,,,,,
Food Safety Complaint - Deli or Restaurant,,,,,,,,,,
Early Intervention Services for Developmentally Delayed Infants - Brooklyn,Special Education Evaluation,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Taxi Driver License,,,,,,,,,,
HEAP,SafeLink Cell Phone Program,,,,,,,,,
Harassment,Heat or Hot Water Complaint in Apartment,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Parole Information or Violation - Bronx and Manhattan,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,Service Request Status - General,,,,,,,,,
Illegal Conversion of Residential Space,Plumbing Work in Past Without Permit,,,,,,,,,
Property Pickup for Former Rikers Island Inmates,,,,,,,,,,
Water and Sewer Bill Information,,,,,,,,,,
Day After Thanksgiving Information,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Jail System Complaint,,,,,,,,,,
Child Abuse,Drug Activity - Chronic,Noise from Neighbor,,,,,,,,
Division Transfer,Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,Find a Towed Vehicle - Plate Number Known,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Traffic Violation - Pay Ticket,,,,,,,,,,
Public Housing Inquiries - Bronx,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Real Property Transfer Tax - Filing Information,,,,,,,,,,
Special Waste Disposal Locations and Rules,,,,,,,,,,
Muni-Meter Information,,,,,,,,,,
Building Unstable - Priority,,,,,,,,,,
Benefit Card Replacement for Cash Assistance or Food Stamp Client,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Find a School Zone,,,,,,,,,,
Sidewalk Violation Dismissal - Property Owner Fixed,,,,,,,,,,
Food Stamp Complaint,,,,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Account Assistance and Bill Information,,,,,,,,,
SCRIE - Assistance - Renewal Applicant,,,,,,,,,,
Fire Alarm Box Complaint,,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Lawyer Referral,,,,,,,,,,
Boiler Inspection Notice of Violation,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Police Officer Misconduct,,,,,,,,,,
Illegal Parking Complaint,Service Request Status - General,,,,,,,,,
City Worker or Agency Complaint or Compliment,Service Request Status - General,,,,,,,,,
Electronics Disposal Ban Brochure,Recycling Checklist Flyer - English and Spanish,,,,,,,,,
Tree Pruning - Hitting Building,,,,,,,,,,
Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,,,
Sidewalk Collapsed - Priority,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Service Request Status - General,Tree Work Permit,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
New York State Tax Information,,,,,,,,,,
SCRIE - Application for Seniors Not Enrolled,,,,,,,,,,
Division Transfer,Rent Information Line,,,,,,,,,
Child Care Fincial Assistance - Children's Services Clients,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Bus or Subway - Information and Complaint,SCRIE - Appeal a Denial or Revocation,SCRIE - Certification for SCRIE Renewal Without a Renewal Lease,,,,,,,,
Plan Examiner Scheduling Error Assistance,,,,,,,,,,
Building Floor Plan Copy - Manhattan,,,,,,,,,,
Illegal Conversion of Residential Space,Noise from Neighbor,,,,,,,,,
Fight a Parking Ticket - Online,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,Mold Complaint - Apartment,Mold Complaint - Apartment,Mold Complaint - Apartment,,,,,,,
Heat Bulletin,Rent Information Line,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
CFC and Freon Removal - Appointment Cancellation,CFC and Freon Removal - Appointment Cancellation,Mattress or Box Spring Disposal,,,,,,,,
Fight a Parking Ticket - Online,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Noise from Construction,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Department of Education Worker or Agency Complaint or Compliment,Public School Special Education Complaint,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Heat Bulletin,,,,,,,,,,
New Tree Request - City Street,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Building Construction Without Permit,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
General Vendor License - Apply,Temporary Street Fair Vendor Permit - Apply,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Street Not Swept,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
"Car Service, Limousine or Ambulette Drivers License",,,,,,,,,,
Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,,,
Homeless Shelter Intake for Families with Children,,,,,,,,,,
Electronic Recycling,,,,,,,,,,
Apartment Maintence Complaint,Pest Control Complaint in Apartment,,,,,,,,,
Parking Permit - Disability - City Application,Parking Permit - Disability - General Information and Application Status,Parking Permit - Disability - State Application,Service Request Status - General,,,,,,,
"Individual and Corporation Disputes under 25,000 Dollars - Queens",,,,,,,,,,
Division Referral,Find a Food Pantry or Soup Kitchen,,,,,,,,,
Public School Calendar,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Building Construction Uuthorized After Hours,Noise from Construction After Hours,,,,,,,,,
Find a Police Precinct or PSA by Location,Find a Police Precinct or PSA by me,,,,,,,,,
"Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy",,,,,,,,,,
Alarm In Progress,,,,,,,,,,
Illegal Parking Complaint,Noise from Vehicle,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Police Officer Misconduct,,,,,,,,,,
Recycling and Trash Collection Schedules,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Noise from Vehicle,,,,,,,,,,
Long Island Rail Road - Information and Complaint,,,,,,,,,,
Recycling and Trash Collection Schedules,,,,,,,,,,
Public School Calendar,,,,,,,,,,
Homeless Person Outreach Assistance,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Noise from Vehicle,,,,,,,,,,
Noise from Neighbor,Noise from Neighbor,Service Request Status - General,,,,,,,,
Fight a Parking Ticket - Appeal Hearing Decision,Fight a Parking Ticket - Online,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Bed Bug Complaint - Public Housing - Bronx,Find a Public Hospital,,,,,,,,,
Adult Immunization Clinic,Adult Immunization Clinic,,,,,,,,,
Animal - Unwanted Pet,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Division Transfer,,,,,,,,,,
Noise from Neighbor,,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
Department of Correction Facilities,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
LifeNet - Spanish,Parking Ticket Fine or Code Explation,,,,,,,,,
Alarm In Progress,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Harassment,,,,,,,,,,
Alarm In Progress,,,,,,,,,,
Report Domestic Violence,,,,,,,,,,
Planned Water Shutdowns,Water Complaint - Apartment,,,,,,,,,
Disabled Vehicle on Street,,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Arrested Person Location - Bronx,,,,,,,,,,
Time and Date Information,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Planned Water Shutdowns,Water Complaint - No Water in a Private Home or Commercial Building,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Noise from Construction After Hours,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,
Noise from Construction After Hours,,,,,,,,,,
Traffic - Emergency Condition,,,,,,,,,,
Find a Police Precinct or PSA by Location,,,,,,,,,,
Time and Date Information,,,,,,,,,,
Locate a Firehouse - Manhattan,Public Housing Maintence,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,
Public School Calendar,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Apartment Maintence Complaint,Retail Store Complaint,Retail Store Complaint,Service Request Status - General,,,,,,,
Service Request Status - General,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Suspicious Package,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Child Care Fincial Assistance - General Information,,,,,,,,,,
Noise from Store or Business,,,,,,,,,,
"Find a Towed Vehicle - Accident, Filming, Street Event, or Construction",Reclaim a Towed Vehicle - NYPD,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
"Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy",,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Animal - Possibly Rabid,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Recycling and Trash Collection Schedules,,,,,,,,,,
Traffic - Non-Emergency Condition,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Dirty Sidewalk,Dirty Sidewalk,Service Request Status - General,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Car Accident,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - By Mail,,,,,,,,,
Find a Police Precinct or PSA by me,,,,,,,,,,
Food Stamp Complaint,,,,,,,,,,
Dead Animal on Street or Sidewalk - Priority,Dead Animal on Street or Sidewalk - Priority,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Driver License Information,Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,
Dangerous Location or Situation,,,,,,,,,,
Animal - Nuisance Wildlife,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Cave-In In Street,,,,,,,,,,
New York City Rent Increase Information,,,,,,,,,,
FDNY Certificates of Fitness,,,,,,,,,,
Heat Bulletin,,,,,,,,,,
Commercial Rent Tax Assistance,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
Schedule a Plan Examiner Appointment,Schedule a Plan Examiner Appointment,,,,,,,,,
Traffic Violation - Fight Ticket or Appeal Hearing Decision,,,,,,,,,,
Division Transfer,Lost Property in a Taxi - Medallion Number Known,,,,,,,,,
Animal - Unwanted Pet,Animal Spay-Neuter Services - ASPCA,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Telemarketing Fraud Complaint,,,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Parking Ticket Dispute Information,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Recycling Bin Sticker - Outdoor Blue,Recycling and Trash Collection Schedules,,,,,,,,,
Day Care Center License and Operation,,,,,,,,,,
Food Protection Certificate Replacement,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
City Worker or Agency Complaint or Compliment,City Worker or Agency Complaint or Compliment,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
City Worker or Agency Complaint or Compliment,City Worker or Agency Complaint or Compliment,City Worker or Contractor Corruption or Misconduct,,,,,,,,
MetroPlus Health Plan,,,,,,,,,,
Department of Buildings Attendee ID Number and PIN,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Traffic Violation - Pay Ticket,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Water and Sewer Bill Information,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - Online,,,,,,,,,
Status of a Birth Certificate Correction or Change,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Status of a Birth Certificate Order,,,,,,,,,,
Embassy Information,,,,,,,,,,
Student Transportation Information,,,,,,,,,,
"IDNYC Card - Corrections, Changes, and Lost Cards",,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Order of Protection,,,,,,,,,,
Fincial Empowerment Center,,,,,,,,,,
Buildings Information System,Division Transfer,Service Request Status - HPD Status Not Found,,,,,,,,
Apostille Marriage or Divorce Certificate,Marriage Record from 1930 to Present,,,,,,,,,
Bus or Subway - Information and Complaint,Civil Service Exam Information,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Access-A-Ride Information or Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Sidewalk Construction Permit - Manhattan,,,,,,,,,,
Service Request Status - HPD Status Not Found,,,,,,,,,,
Unusable Bicycle Chained to Public Property,Unusable Bicycle Chained to Public Property,,,,,,,,,
Public Advocate Information,,,,,,,,,,
Division Transfer,Landlord Information - Removing HPD Violation - Brooklyn,Parking Ticket Lookup - Ticket or Plate Number Known,Service Request Status - HPD Status Not Found,,,,,,,
Restaurant Permit - Renew or Status,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Standing Dead Tree Removal - Private Property,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Become a Police Officer,Civil Service Exam Information,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Food Stamp Assistance,Social Security - Benefits Application and Assistance,Unemployment Insurance Information,,,,,,,,
Caller Hung Up,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Schedule a Plan Examiner Appointment,Schedule a Plan Examiner Appointment,,,,,,,,,
New York State Tax Information,,,,,,,,,,
Private or Parochial School Complaint,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Non-Driver State ID Card,,,,,,,,,,
Animal - Unwanted Pet,,,,,,,,,,
Division Information Provided,Find a Food Pantry or Soup Kitchen,,,,,,,,,
County Clerk - Manhattan,County Clerk - Manhattan,County Clerk - Queens,,,,,,,,
Police Officer Misconduct,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Bus Lane Camera Violation Lookup - Notice of Liability Number or Plate Number Known,Bus Lane Camera Violation Lookup - Notice of Liability Number or Plate Number Known,Bus Lane Camera Violation Payment Problem or Pelty Adjustment,Bus Lane Camera Violation Payment Problem or Pelty Adjustment,Speed Camera Violation - Lookup Status - Notice of Liability Number or Plate Number Known,,,,,,
